User,Closeness Centrality
p1881,0.6396793451251659
p3183,0.6396793451251659
p3244,0.6396793451251659
p3180,0.6396793451251659
p1830,0.6396793451251659
p3247,0.6396793451251659
p3019,0.6396793451251659
p4573,0.6396793451251659
p4056,0.6396793451251659
p2862,0.6396793451251659
p3203,0.6396793451251659
p3250,0.6396793451251659
p3876,0.6396793451251659
p3055,0.6396793451251659
p3236,0.6396793451251659
p3239,0.6396793451251659
p3154,0.6396793451251659
p1837,0.6396793451251659
p2752,0.6396793451251659
p3168,0.6396793451251659
p3178,0.6396793451251659
p2816,0.6396793451251659
p2391,0.6396793451251659
p3007,0.6396793451251659
p1827,0.6396793451251659
p1829,0.6396793451251659
p3557,0.6396793451251659
p940,0.6396793451251659
p4536,0.6396793451251659
p2656,0.6396793451251659
p529,0.6396793451251659
p3060,0.6396793451251659
p2095,0.6394427627377683
p1882,0.6392063552834318
p5009,0.6392063552834318
p1835,0.6392063552834318
p1839,0.6392063552834318
p4914,0.6392063552834318
p4134,0.6392063552834318
p4552,0.6392063552834318
p5006,0.6392063552834318
p3468,0.6392063552834318
p3332,0.6392063552834318
p4894,0.6392063552834318
p3020,0.6392063552834318
p1871,0.6392063552834318
p3286,0.6392063552834318
p3200,0.6392063552834318
p5005,0.6392063552834318
p3271,0.6392063552834318
p4670,0.6392063552834318
p1846,0.6392063552834318
p1196,0.639127591639136
p1252,0.6388127310730227
p1234,0.6381054278092402
p2213,0.6377131579206256
p2137,0.637164789625626
p1458,0.6362269205700593
p41,0.6362269205700593
p284,0.6361488894275352
p2337,0.6361488894275352
p776,0.635058459742566
p1362,0.6348252824120199
p111,0.6345146455376364
p2368,0.6342818673124315
p827040,0.6342043125203164
p2349,0.6342043125203164
p1497,0.6341267766914125
p820,0.6336619595562163
p1300,0.6332751321588924
p2248,0.6327343665687598
p453,0.6320404520742592
p1313,0.6320404520742592
p2855,0.6319634444041923
p564,0.6318864554970345
p1395,0.6318094853459295
p4118,0.6316556012844678
p2233,0.6316556012844678
p1758,0.6312712188824204
p2407,0.6311943985333018
p2411,0.6311943985333018
p1521,0.6310408139117231
p554,0.6307338687842656
p1226,0.6306571791534328
p1284,0.6306571791534328
p2429,0.6306571791534328
p1454,0.6305038558253703
p2841,0.6304272221145437
p2700,0.630350607030128
p1328,0.6301208734674614
p3114,0.6299678107666736
p1330,0.6297383560914719
p1764,0.6297383560914719
p3320,0.6297383560914719
p193,0.6294326764088839
p2262,0.6292036113237591
p2013,0.6291272933407009
p2963,0.628822206455405
p1281,0.6281368416527289
p2338,0.6280607822180067
p824,0.6280607822180067
p505,0.6279847412007274
p1331,0.6279087185942024
p1311,0.6279087185942024
p912,0.6278327143917458
p1193,0.6278327143917458
p1199,0.6277567285866756
p4154,0.627680761172313
p1319,0.627452969206727
p2350,0.6269978809244374
p4098,0.6269220970505116
p1353,0.6268463314940369
p560,0.626694855306882
p1352,0.6266191446629307
p870,0.626543452309888
p189412,0.6263921224500222
p500,0.625863043130909
p984,0.6255611131818619
p1367,0.6252594744074991
p1231,0.6251841101605988
p1935,0.6251087640792297
p1940,0.6251087640792297
p17,0.6246570686996337
p2956,0.6244314657132858
p1679,0.6243563009265614
p48,0.6242060256269822
p119,0.6240558226490295
p1329,0.6239807482643499
p1368,0.6239807482643499
p1307,0.6239807482643499
p4094,0.6239807482643499
p5359,0.6239807482643499
p4095,0.6239807482643499
p3355,0.6238306536709854
p2833,0.6238306536709854
p3362,0.6238306536709854
p3353,0.6238306536709854
p3333,0.6238306536709854
p2657,0.6238306536709854
p3337,0.6238306536709854
p2831,0.6238306536709854
p3313,0.6238306536709854
p2167,0.6238306536709854
p3312,0.6238306536709854
p3306,0.6238306536709854
p2837,0.6238306536709854
p3317,0.6238306536709854
p3358,0.6238306536709854
p3367,0.6238306536709854
p3352,0.6238306536709854
p3365,0.6238306536709854
p2897,0.6238306536709854
p2839,0.6238306536709854
p3334,0.6238306536709854
p3311,0.6238306536709854
p3354,0.6238306536709854
p3363,0.6238306536709854
p3343,0.6238306536709854
p2859,0.6238306536709854
p3324,0.6238306536709854
p2649,0.6238306536709854
p3328,0.6238306536709854
p3360,0.6238306536709854
p3359,0.6238306536709854
p2835,0.6238306536709854
p3361,0.6238306536709854
p4822,0.6238306536709854
p3310,0.6238306536709854
p2885,0.6238306536709854
p2004,0.6238306536709854
p2890,0.6238306536709854
p2650,0.6238306536709854
p2258,0.6237556334492704
p5357,0.6237556334492704
p590,0.6237556334492704
p1414,0.623680631268852
p2605,0.623680631268852
p2471,0.6236056471232231
p1539,0.6236056471232231
p2974,0.6234557329103202
p2973,0.6234557329103202
p71,0.6233808028300473
p3035,0.6233808028300473
p2339,0.6233058907585661
p5236,0.6231561206160159
p5370,0.6229316003059399
p3034,0.6221843663344818
p1205,0.6219605455899524
p2207,0.621811421200912
p1338,0.6216623683043576
p1342,0.6216623683043576
p1343,0.6216623683043576
p758,0.6215133868488896
p2660,0.6214389228955141
p4878,0.6213644767831576
p3036,0.6213644767831576
p4125,0.6213644767831576
p3037,0.6213644767831576
p2534,0.6211412454281071
p230,0.6209925136123805
p225,0.6209925136123805
p1206,0.6209925136123805
p4985,0.620843853007051
p3274,0.620843853007051
p2843,0.6205467452231153
p1040,0.6205467452231153
p1005,0.620324100932537
p2409,0.6201757601419751
p4689,0.6201757601419751
p2962,0.6201757601419751
p4641,0.6201757601419751
p1567,0.6198792912993616
p1566,0.6198792912993616
p1569,0.6198792912993616
p1570,0.6198792912993616
p1568,0.6198792912993616
p3133,0.6197311631456369
u1898,0.6192712246431255
u23730,0.6192712246431255
u749,0.6192712246431255
p1400,0.619139357797363
p2223,0.619139357797363
p1591,0.6189915830237375
p1854,0.6189915830237375
p1589,0.6189915830237375
p1585,0.6189915830237375
p1870,0.6189915830237375
p1574,0.6189915830237375
p1944,0.6189915830237375
p1963,0.6189915830237375
p1956,0.6189915830237375
p1959,0.6189915830237375
p1955,0.6189915830237375
p1966,0.6189915830237375
p1964,0.6189915830237375
p1584,0.6189915830237375
p1580,0.6189915830237375
p2903,0.6189915830237375
p1587,0.6189915830237375
p1954,0.6189915830237375
p1583,0.6189915830237375
p4076,0.6189915830237375
p744,0.6189915830237375
p1576,0.6189915830237375
p1941,0.6189915830237375
p1572,0.6189915830237375
p1946,0.6189915830237375
p741,0.6189915830237375
p1958,0.6189915830237375
p306,0.6189915830237375
p1590,0.6189915830237375
p1571,0.6189915830237375
p1578,0.6189915830237375
p1948,0.6189915830237375
p1581,0.6189915830237375
p1952,0.6189915830237375
p1874,0.6189915830237375
p1953,0.6189915830237375
p801,0.6189915830237375
p1814,0.6189915830237375
p1588,0.6189915830237375
p1950,0.6189915830237375
p1942,0.6189915830237375
p4090,0.6189915830237375
p1943,0.6189915830237375
p1573,0.6189915830237375
p1949,0.6189915830237375
p1960,0.6189915830237375
p236,0.6189915830237375
p1781,0.6189915830237375
p445,0.6189915830237375
p3560,0.6189915830237375
p1579,0.6189915830237375
p1961,0.6189915830237375
p364,0.6189915830237375
p439,0.6189915830237375
p1947,0.6189915830237375
p1951,0.6189915830237375
p1945,0.6189915830237375
p1957,0.6189915830237375
p1800,0.6189915830237375
p1809,0.6189915830237375
p228,0.6189915830237375
p1592,0.6189915830237375
p1962,0.6189915830237375
p1575,0.6189915830237375
p311,0.6189915830237375
p4083,0.6189915830237375
p1582,0.6189915830237375
p1586,0.6189915830237375
p4073,0.6189915830237375
p1577,0.6189915830237375
p1965,0.6189915830237375
p3126,0.6185486816465814
p2706,0.6184749263634899
p1927,0.6184011886673513
p926,0.6182537660107763
p514,0.6181800810377699
p1409,0.6180327637709154
p2531,0.6179591314645152
p2948,0.6173707040346853
p377,0.6171503325536806
p2907,0.6170035056143945
p2548,0.6168567485220204
p2774,0.6167100612267294
p2937,0.6166367437374319
p2464,0.6166367437374319
p1398,0.6165634436787409
p2323,0.616416895828321
p2320,0.6162704176257836
p1238,0.616050830803184
p5524,0.616050830803184
p1076,0.616050830803184
p2209,0.6159776699658462
p2908,0.6159045265032842
p1431,0.6159045265032842
p2597,0.6159045265032842
p1298,0.6157582916777359
p2345,0.6156121262770646
p2341,0.6156121262770646
p2479,0.6156121262770646
p753,0.6155390695956101
p4093,0.6154660302518432
p2316,0.6154660302518432
p1388,0.6154660302518432
p2905,0.6153930082395928
p510,0.6153930082395928
p614,0.6153930082395928
p634,0.6153930082395928
p2441,0.6153930082395928
p513,0.6153930082395928
p4248,0.615320003552691
p4006,0.615320003552691
p260,0.615320003552691
p668,0.615320003552691
p4419,0.615320003552691
p2328,0.615320003552691
p4240,0.615320003552691
p4030,0.615320003552691
p4097,0.615320003552691
p389,0.615320003552691
p2327,0.615320003552691
p4244,0.615320003552691
p418,0.615320003552691
p2824,0.615320003552691
p458,0.615320003552691
p4109,0.615320003552691
p3136,0.615320003552691
p673,0.615320003552691
p3135,0.615320003552691
p566,0.615320003552691
p2467,0.615320003552691
p4416,0.615320003552691
p2613,0.615320003552691
p2021,0.6151740461302743
p2347,0.6150281579353066
p1376,0.6148094553366217
p1646,0.6145180937085964
p4124,0.6141542797877458
p3972,0.6141542797877458
p2996,0.6140088748088083
p2447,0.6140088748088083
p2375,0.613936198135457
p2268,0.613863538664703
p1931,0.613863538664703
p2570,0.613863538664703
p4096,0.6137908963904394
p3165,0.6136456634069694
p5355,0.6136456634069694
p3184,0.6136456634069694
p3194,0.6136456634069694
p5472,0.6135004991362479
p2558,0.6135004991362479
p77,0.6135004991362479
p3413,0.613427942752931
p2875,0.6133554035295227
p4852,0.6133554035295227
p2529,0.6133554035295227
p2437,0.6133554035295227
p76,0.6133554035295227
p3042,0.6133554035295227
p3408,0.6133554035295227
p2940,0.6133554035295227
p2992,0.6133554035295227
p2438,0.6133554035295227
p2595,0.6133554035295227
p2435,0.6133554035295227
p3411,0.6133554035295227
p4987,0.6133554035295227
p2642,0.6133554035295227
p2434,0.6133554035295227
p2651,0.6133554035295227
p2433,0.6133554035295227
p3065,0.6133554035295227
p3496,0.6133554035295227
p3531,0.6133554035295227
p2431,0.6133554035295227
p2453,0.6133554035295227
p2432,0.6133554035295227
p859,0.6133554035295227
p2942,0.6133554035295227
p2840,0.6133554035295227
p2636,0.6133554035295227
p2633,0.6133554035295227
p3294,0.6132828814599359
p854486,0.6132828814599359
p2517,0.613210376538087
p2260,0.6131378887578944
p1645,0.6129929645981692
p4130,0.6129205282064883
p4127,0.6129205282064883
p4140,0.6129205282064883
p4120,0.6129205282064883
p4022,0.6129205282064883
p4630,0.6129205282064883
p2274,0.6129205282064883
p4129,0.6129205282064883
p1272,0.6127757067691427
p1427,0.612703321711347
p3084,0.612703321711347
p2376,0.612703321711347
p3033,0.6126309537527206
p2280,0.612558602887205
p3827,0.612558602887205
p2374,0.612558602887205
p3139,0.6122693702351896
p4981,0.6122693702351896
p3032,0.6122693702351896
p2321,0.6121971047444565
p2336,0.6121971047444565
p4870,0.6121971047444565
p4176,0.6121971047444565
p3146,0.6121971047444565
p5549,0.6121971047444565
p3191,0.6121971047444565
p5150,0.6121971047444565
p5354,0.6121971047444565
p2476,0.61198041058904
p2470,0.6119082132893775
p5615,0.6116917235624044
p2909,0.6115474821608687
p1429,0.61147538696698
p2904,0.6114033087696596
p2664,0.6114033087696596
p5303,0.6111151658259096
p2284,0.6111151658259096
p4123,0.6110431725213417
p52,0.6110431725213417
p532,0.610971196177326
p4619,0.6108992367878698
p3229,0.6108992367878698
p2443,0.6108992367878698
p5556,0.6108992367878698
p5565,0.6108992367878698
p5557,0.6108992367878698
p2988,0.6108992367878698
p2737,0.6107553688486792
p3826,0.6107553688486792
p4135,0.6107553688486792
p3026,0.6107553688486792
p2450,0.6107553688486792
p3071,0.6107553688486792
p4854,0.6107553688486792
p2064,0.6104678361616439
p2955,0.6102523642505333
p5554,0.6101805740776906
p5562,0.6101805740776906
p4855,0.6101805740776906
p5558,0.6101805740776906
p1355,0.6101088007936727
p1741,0.6100370443925208
p2989,0.6099653048682787
p1029,0.6099653048682787
p4971,0.609893582214993
p4980,0.609893582214993
p2965,0.609893582214993
p3134,0.609821876426713
p4126,0.609821876426713
p4131,0.609821876426713
p4973,0.609821876426713
p4874,0.609821876426713
p2871,0.609821876426713
p4132,0.609821876426713
p4970,0.609821876426713
p4905,0.609821876426713
p2994,0.609821876426713
p5559,0.609821876426713
p4128,0.609821876426713
p5564,0.609821876426713
p4021,0.609821876426713
p4972,0.609821876426713
p2105,0.6096068601924438
p2562,0.6095352218047368
p2966,0.6094636002523246
p2964,0.6094636002523246
p1932,0.6092488365475314
p2675,0.6091772822769873
p4703,0.6091772822769873
p2975,0.6091772822769873
p4849,0.6091772822769873
p2976,0.6091772822769873
p3810,0.6091772822769873
p2714,0.6091772822769873
p4877,0.6091772822769873
p4645,0.6091772822769873
p574,0.6088912331921592
p2456,0.6086054526192324
p15,0.6071805642314789
p2949,0.6071094949315161
p1250,0.6069674062310466
p827,0.6068963868188625
p203598,0.6068253840242654
p1144,0.6065415389051521
p591,0.6065415389051521
p5054,0.606399715899621
p2426,0.606399715899621
p2363,0.6062579592013801
p109,0.6061871057029635
p2950,0.6059038572451853
p1075,0.6053381536963772
p906,0.6052675150180767
p2556,0.6051262871081383
p2998,0.6047735055031084
p2730,0.6047735055031084
p2515,0.6045620339119305
p2264,0.6044211349935802
p2928,0.6043507101599077
p2863,0.6043507101599077
p2422,0.6042803017355867
p2331,0.6042803017355867
p3522,0.6042803017355867
p2478,0.6042099097148824
p2772,0.6041395340920631
p1010,0.6041395340920631
p2491,0.6039988320171654
p847,0.6039988320171654
p3235,0.6039988320171654
p1120,0.6037176243900841
p2513,0.603366482864818
p2428,0.6030157495724475
p3210,0.6026654238014766
p2999,0.6026654238014766
p4150,0.6026654238014766
p2826,0.6026654238014766
p2745,0.6026654238014766
p4121,0.6026654238014766
p2490,0.6026654238014766
p4476,0.6026654238014766
p3148,0.6026654238014766
p3005,0.602595407487355
p2520,0.6023854561230368
p2356,0.6023854561230368
p2357,0.6023854561230368
p2997,0.6023854561230368
p2518,0.6023854561230368
p2355,0.6023854561230368
p2372,0.6023854561230368
p3030,0.6023854561230368
p2371,0.6023854561230368
p2707,0.602315504842061
p3067,0.6017564789079887
p3018,0.6017564789079887
p2927,0.6014773548962032
p2815,0.6014076143483573
p2791,0.6014076143483573
p3001,0.6009895104510061
p2911,0.6008502716417502
p2923,0.6008502716417502
p2879,0.6008502716417502
p3003,0.6008502716417502
p2913,0.6008502716417502
p2870,0.6008502716417502
p3025,0.6008502716417502
p2850,0.6008502716417502
p2187,0.6007110973359671
p2924,0.6007110973359671
p4812,0.6007110973359671
p4809,0.6007110973359671
p4804,0.6006415343578725
p4025,0.6006415343578725
p4136,0.6006415343578725
p4805,0.6006415343578725
p4811,0.6006415343578725
p5114,0.6005719874888449
p2351,0.6005719874888449
p4736,0.6005719874888449
p2688,0.600502456723289
p5513,0.600502456723289
p5139,0.600502456723289
