Node,Hub Score
u8142,3.373553122774372e-06
u8508,1.274699052654241e-06
u18168,1.3803329731522972e-139
u7598,4.81673774126608e-07
u14344,3.470661196910183e-07
u27265,1.4761658524839556e-08
u28335,2.947567813018915e-08
u18116,3.3829501884441163e-07
u21481,3.7798904545380747e-07
u3298,6.233862202578366e-06
u22450,9.018248603760225e-08
u5067,6.941880965201673e-06
u11545,3.6027259257956415e-07
u21971,9.446143045360383e-09
u5833,3.087650843357599e-06
u7085,3.288750438243181e-06
u6351,4.6470713055656725e-07
u11762,4.324475922870397e-08
u15846,1.2222787923741392e-07
u10177,5.004062942121151e-07
u7450,1.2286370643399395e-06
u22501,1.168847596247594e-07
u21446,4.619930284591207e-08
u17750,1.2279655790249626e-08
u27355,1.3803329731522972e-139
u20146,3.03044968444516e-07
u23851,1.5080640738356574e-08
u1702,2.6359601215780775e-06
u16365,3.385327539372117e-07
u5788,4.4918330965449626e-07
u18364,3.5262126992371096e-07
u25744,1.3803329731522972e-139
u6643,8.376389328858585e-07
u5193,5.996318891453177e-07
u7415,5.637517896561097e-07
u17587,3.149003092591009e-07
u2235,3.8087834661827717e-06
u12918,4.2104595224788865e-07
u14346,6.548058588738436e-07
u17578,1.4122345944324457e-08
u23026,1.5749360394261276e-08
u14219,2.1207349941815958e-07
u7468,9.424139844112866e-07
u10221,3.8857420169241067e-07
u27140,8.543116067183868e-08
u13402,5.154374818142208e-07
u13091,9.954802065748427e-07
u25363,1.9276160834924534e-07
u8284,1.9295668034066305e-06
u15985,2.3406083381620653e-07
u24409,8.916842426186799e-08
u1777,3.070032857581355e-05
u25481,4.5362097269759996e-08
u18577,3.221208764963909e-07
u26631,6.7866511288566385e-09
u11276,4.827879964424493e-07
u20565,1.1579072221249146e-132
u22423,1.3803329731522972e-139
u3155,5.959328003673109e-06
u6186,1.2143566655972387e-06
u24935,1.3803329731522972e-139
u2956,1.9762098166448935e-06
u28674,1.1579072221249146e-132
u17550,3.226525993879292e-07
u5395,5.142128329638376e-07
u329,0.0001594539567968858
u15224,3.3772761015756317e-07
u10181,2.8600530420864965e-06
u15939,1.3174853941335136e-06
u18709,2.1899837497198126e-07
u13002,7.720912079762223e-07
u17494,3.593367899623889e-07
u24766,1.415788270718989e-08
u17553,3.549302089301032e-07
u20160,3.3946473244918804e-07
u5545,8.849229860790835e-07
u14529,5.978980213961025e-07
u10897,4.555834134909846e-07
u25899,2.3178991029009746e-07
u23020,2.2545009412895846e-07
u1650,2.9832027330965956e-05
u15910,3.9781810425130605e-07
u9708,4.913496375367647e-07
u17690,6.807070866255858e-08
u22763,2.402289166600204e-07
u23288,7.17334660784881e-08
u9555,8.478974540717689e-07
u26442,2.7067802237997814e-07
u24151,1.2067625716760453e-08
u5408,4.807426329691634e-07
u7596,6.842282986653586e-07
u8710,9.000664111355083e-07
u6010,2.5321495349094507e-05
u22665,2.163047567378044e-07
u22636,8.324666649993997e-08
u23697,3.6073653247400345e-07
u23363,1.3803329731522972e-139
u3970,1.5019855249881334e-06
u10963,1.106115957694785e-07
u17406,6.771202076319503e-07
u18368,2.28351094792022e-07
u1572,2.563398105269212e-07
u28081,1.1579072221249146e-132
u14248,4.0414045331317155e-07
u11882,4.2550704824661787e-07
u14732,3.838214454856916e-07
u25004,8.788108234193859e-10
u29250,1.3803329731522972e-139
u16168,1.5536907686015392e-07
u16851,3.2971972944385817e-07
u15313,3.9353606395246375e-07
u18046,1.2682215005887592e-07
u11721,1.0493213334484796e-06
u12963,5.753476019570868e-07
u3863,4.619041332933623e-05
u24622,1.8940212242268872e-07
u5439,1.1896657491210342e-06
u24388,6.345107136069923e-07
u27482,1.3803329731522972e-139
u3716,4.655736504381425e-06
u9556,4.290039478620942e-07
u28853,1.3803329731522972e-139
u3321,3.3084648260230594e-07
u1557,0.00043509732107364875
u7604,4.877104786967923e-07
u26476,2.409052284643563e-07
u21805,2.2774430877050832e-07
u23798,4.0666526183581176e-07
u21014,4.329065187130495e-08
u2634,1.9148007739023462e-05
u803,0.00018988548839269842
u12359,4.800058314411205e-07
u12686,4.794082593150066e-07
u26250,1.9292674383663124e-07
u26391,1.3803329731522972e-139
u18858,2.1954491429488113e-07
u24865,1.3681639955401562e-08
u13243,3.167479801640868e-07
u5131,2.299377284558488e-07
u20620,3.2810152971641646e-07
u22646,1.184580688480563e-08
u22471,9.36790228658743e-08
u25178,2.3779554342915647e-07
u23922,1.9669687349018055e-07
u2844,1.1343848458100037e-06
u21717,1.1579072221249146e-132
u9721,1.2588680598968958e-07
u17178,1.3803329731522972e-139
u4510,1.9658203626310373e-06
u17642,3.2841477692635676e-07
u16186,1.2248166888125682e-07
u25010,9.131284083800861e-08
u2688,1.6443166909419833e-05
u23206,1.3803329731522972e-139
u25572,2.0155393582606537e-07
u17283,2.91634393929414e-07
u26230,1.1579072221249146e-132
u18331,2.28351094792022e-07
u233,0.0012717600826895816
u6403,1.940853285469084e-06
u9584,2.257439811279864e-06
u5161,1.3111919577331246e-06
u4575,6.124055339989858e-07
u26220,1.3803329731522972e-139
u16093,5.547280028589011e-07
u1565,4.283926423113079e-07
u28003,1.3803329731522972e-139
u13483,3.632047392698555e-07
u12528,3.2162363747078197e-07
u6709,3.444934041608932e-07
u21906,2.7915798968183046e-08
u10956,1.1658508330731392e-06
u28842,7.275724067722487e-09
u14775,3.3725613882115446e-07
u22743,3.856344368849961e-08
u18602,2.189981431403148e-07
u14293,7.608983384007086e-07
u27842,4.623532003907134e-09
u4824,1.6950562230858987e-07
u4947,1.7227762824417456e-07
u19466,3.975067727291775e-07
u13160,1.933930152548774e-07
u26895,1.7036541482472072e-07
u29189,2.3610545992869373e-07
u26149,6.988070474725415e-127
u26604,4.330317346019473e-07
u24575,8.103256129614742e-08
u1679,1.6008944668101563e-05
u6688,2.739150027512498e-08
u16158,2.3719279502684813e-07
u21617,1.2994893393228136e-128
u17707,2.1731736222752602e-07
u7418,4.0663854137076156e-07
u16208,8.57141840269423e-07
u10882,5.320238389133832e-07
u28693,1.3803329731522972e-139
u9818,4.740025384022701e-07
u842,2.1305261331522527e-05
u20083,1.3803329731522972e-139
u20481,8.550448451792139e-07
u4815,1.6950562230858987e-07
u13473,3.413025547486766e-08
u11905,1.5372146177817246e-06
u12071,1.1677466148732367e-06
u28924,1.3803329731522972e-139
u28789,1.3803329731522972e-139
u27182,3.5288932678649087e-07
u10791,4.561214874964503e-07
u8368,5.811046730346586e-06
u20225,1.375002236945776e-08
u10476,4.737270412305948e-07
u23470,7.493610727913105e-08
u17424,3.593367899623889e-07
u10887,4.5647952623040503e-07
u11338,4.5962173577582355e-07
u18768,2.189981431403148e-07
u24956,2.447528605744651e-07
u7178,5.399624397932991e-06
u18011,5.167293521187509e-07
u28453,1.847625676397614e-08
u6475,5.033214211041732e-07
u21738,1.8377848781688258e-07
u18351,2.28351094792022e-07
u24063,3.1272289088349826e-07
u9118,4.655316127308358e-07
u20492,8.777612001998304e-07
u12340,1.3017651601374854e-07
u15814,1.3693174694821588e-06
u21524,6.603286219479964e-08
u19891,2.9761016100669593e-07
u23395,1.1579072221249146e-132
u25931,1.2994893393228136e-128
u9032,4.856373505828295e-07
u18956,1.1101606930696891e-07
u19382,1.1112918967176666e-07
u12557,5.344894871375307e-07
u6000,5.171046831049562e-07
u17664,4.214395312405682e-07
u19082,2.7502193344796926e-07
u20354,1.4233956323107804e-07
u25526,1.4967832409901043e-08
u11842,6.65072733134069e-07
u22254,1.3803329731522972e-139
u21561,2.5085403041794404e-06
u6940,4.066580794617464e-07
u10922,3.961210400532085e-07
u23298,1.6273843644091107e-07
u16203,3.2706035911931025e-07
u21299,2.529728541811167e-07
u26983,1.3803329731522972e-139
u12561,1.7312600402643636e-06
u12646,3.562310359155617e-07
u7553,2.441354028822233e-06
u17043,7.639578651644204e-07
u27634,1.3803329731522972e-139
u13726,1.497490596174946e-06
u9406,2.3120296172828777e-07
u29092,2.7915828519911667e-08
u25581,3.784492961246501e-09
u24555,1.9452308999599222e-07
u9316,4.3321692285472937e-07
u24763,8.400106913857047e-09
u24070,1.3408586218684494e-07
u9340,4.579021906298398e-07
u810,5.23878917291661e-07
u22759,1.1236012621680003e-07
u23981,1.9539790140789192e-07
u26238,8.44463866433636e-08
u10538,1.6471923008959397e-06
u18143,4.643983802912161e-07
u5615,2.1620554103860457e-06
u11142,1.6681633851003658e-06
u18261,2.475565123390933e-07
u10361,1.1733360097885012e-06
u6809,8.236258501711701e-07
u24290,2.054834675607355e-07
u26999,3.7160866549729345e-09
u5506,6.116658769390137e-07
u7813,4.7667722707551024e-07
u10951,1.0733490447933007e-07
u8278,5.025473720044002e-07
u24515,2.476368695409636e-08
u24057,2.0547224026952874e-09
u1837,0.00011060156599076986
u14349,2.8572840231793835e-07
u16233,3.594841759130162e-07
u27357,2.114618711117421e-08
u5816,8.126616196428646e-07
u8577,4.999002900771474e-07
u12041,4.17608233763006e-07
u25890,1.2615966089498075e-08
u26708,1.6148612295320926e-07
u4459,4.352821556305938e-07
u18147,1.9513234364944658e-07
u21308,1.6604979641251048e-07
u16823,4.615228464465618e-07
u23430,3.325465220326002e-08
u1765,0.00014190761588947279
u4015,4.5079644031264345e-07
u22090,4.4822971135351047e-07
u25112,2.7915828519911663e-08
u18256,8.351252990072957e-07
u136,0.0001387613510021518
u21847,4.92250443303955e-08
u2429,5.885366518362892e-07
u28748,8.495920113356818e-08
u24874,3.778565396258716e-07
u208,0.001107832064741218
u9765,8.240304049298447e-07
u11958,3.282361571709753e-07
u8114,5.648135443974715e-07
u20298,3.198622890969562e-07
u23540,2.515709912832688e-07
u6990,6.971491169311635e-07
u13580,3.9383956737437845e-07
u4322,8.374221409189543e-06
u2671,1.1548525315144982e-05
u25252,1.3540102036634807e-08
u6151,9.218416963693538e-07
u7940,4.573591927497288e-07
u9966,1.3037192069975038e-06
u28579,1.3803329731522972e-139
u23320,1.8235382154732218e-07
u22963,3.267062931511567e-07
u8987,5.227118382089171e-07
u2035,6.626414034266531e-07
u10412,3.831781110381687e-08
u24304,3.400648588227146e-07
u2262,3.4485798575709174e-07
u11941,4.733705465983305e-07
u315,1.7505313690021195e-06
u27442,2.762128810929208e-09
u24884,1.670256281584878e-07
u28484,3.7193180465746055e-09
u3725,2.1292659477287794e-06
u7022,8.840200830341173e-07
u22792,2.9120317528916774e-08
u5397,3.379714208101285e-06
u26723,1.3803329731522972e-139
u21692,6.367486657295931e-07
u7679,8.694256117788001e-07
u12652,1.4996789293289037e-06
u27175,2.5649614619843737e-07
u12917,4.480449959332284e-07
u15024,3.8465326480192334e-07
u27700,4.159843011477308e-09
u9373,4.0416586851609436e-07
u11186,9.726096598246488e-07
u23523,3.4995304597175946e-07
u12170,7.469713255159363e-07
u20851,1.12562886879832e-06
u13138,8.871108595926125e-07
u19954,1.5988567616727998e-07
u24570,1.900808298010599e-07
u2673,5.275221322914655e-05
u27724,2.852865753054651e-07
u19696,3.177837540754754e-07
u2724,2.516307430129284e-05
u20559,8.796547308111828e-08
u21733,2.8853317474455575e-07
u23177,5.269749960586461e-10
u20601,2.4320888136119696e-07
u10025,1.178548154696286e-07
u19314,5.470640739682016e-08
u27647,1.3467022090430294e-07
u5485,6.42730941500521e-06
u9434,1.2282976596229697e-06
u15158,1.840747960320056e-07
u22976,1.1270775529988024e-07
u10739,4.4375476992390714e-07
u11112,4.570126355098867e-07
u9567,8.946962239476642e-07
u13313,4.6921769174318433e-07
u20583,5.259503520178557e-07
u18484,2.28351094792022e-07
u2775,2.886492591413318e-05
u11957,7.557651176645443e-07
u25440,1.6645978190106041e-09
u18114,6.193766432479973e-08
u5648,5.661256173251905e-07
u9241,8.045209138467112e-07
u1108,0.00044925458840498793
u16034,4.0459306941704886e-07
u300,0.00022829126009592802
u26195,3.59340644798978e-08
u12569,7.103427259253277e-07
u18702,2.189981431403148e-07
u24602,1.7814532798229797e-07
u11337,1.19187939138427e-07
u15550,3.5937990534968115e-07
u14203,2.771314656986185e-07
u27764,2.26681926215177e-07
u27055,1.3803329731522972e-139
u12842,1.6914001043817533e-06
u11391,6.930097379686632e-07
u12873,4.241328969635347e-07
u8762,4.5287060552844853e-07
u10848,1.945379177247496e-06
u26096,9.844139592743535e-09
u13771,3.427053217966749e-07
u7544,1.6531699341651584e-06
u28256,3.8690532255095865e-08
u26731,1.3803329731522972e-139
u28685,7.941910551114701e-08
u27836,1.6279641583967293e-09
u10807,1.484429348228227e-06
u8286,1.023548045571945e-06
u26653,2.425216098829307e-07
u5417,1.096523383052429e-05
u26870,1.3803329731522972e-139
u4780,1.6950562230858987e-07
u2199,3.4485798575709174e-07
u12533,3.9217313175649166e-07
u22970,3.57741668092234e-07
u16129,4.102948846846318e-07
u7538,2.884401020423735e-06
u1881,7.835436451156609e-07
u13413,1.2444347587565022e-07
u14089,3.26945158536348e-07
u15594,2.6990859301063807e-08
u6220,9.5652251132343e-07
u24710,3.040002003537867e-07
u8291,1.5750770711868621e-06
u10677,3.216887449731263e-06
u13404,3.797248840748621e-07
u10914,4.741903579362913e-07
u3353,3.308461323682405e-07
u13059,3.613990764548571e-07
u14804,4.5387990992921645e-07
u14726,3.646116436143609e-07
u8594,9.312227043908908e-07
u11634,7.328757723664919e-07
u18468,2.28351094792022e-07
u1434,0.00011744472223053708
u10604,4.3283250002808444e-07
u17059,3.831126648199914e-07
u18202,3.9957164987344325e-07
u19824,3.177834176695613e-07
u8245,3.955073235418899e-06
u17041,1.2403265416645685e-07
u12932,4.1507979314144733e-07
u25213,3.182138097883053e-08
u13099,3.5936886290079955e-07
u7218,3.117434465514056e-06
u23124,2.3685701467366488e-07
u17839,1.3881087284125525e-07
u5003,1.6950562230858987e-07
u16121,8.636910417886608e-07
u21166,4.702035808674703e-08
u2232,1.1705024564417167e-05
u16237,1.3803329731522972e-139
u19864,3.177834176695613e-07
u14865,5.354468615435956e-06
u27635,6.71171838410249e-08
u23961,1.3803329731522972e-139
u26669,1.660106081032859e-07
u24330,2.5607994393432415e-07
u19855,3.177834176695613e-07
u1950,1.4296760833553903e-05
u1985,3.499189493106389e-06
u12924,2.8105865135368443e-06
u28136,5.707471982685066e-09
u10067,4.283061591850149e-07
u3269,4.95360168816042e-06
u14509,4.270903626784461e-07
u23296,3.4318527772052475e-08
u25270,6.576277948688279e-07
u16031,4.2008862556582366e-07
u6357,1.3238750750404238e-07
u12664,1.0142771336431635e-06
u29302,1.3803329731522972e-139
u9315,3.734342673669325e-07
u8195,3.5441174110371153e-07
u20528,4.0681556448063015e-07
u9570,1.1954821994842936e-06
u22608,1.1552339093867235e-07
u24447,4.511491761054737e-08
u218,0.00485365543755484
u9422,1.8882127929749354e-06
u3947,5.951168281545535e-05
u723,6.626866263142609e-06
u16004,3.278806734501005e-07
u17868,1.3803329731522972e-139
u2553,9.882767038864896e-08
u12485,4.2669883599477607e-07
u25764,1.3803329731522972e-139
u3041,2.283061801692979e-06
u21642,7.302525693730151e-07
u7778,1.868380715845559e-06
u14113,4.52520074626552e-07
u1103,2.4638754663858667e-06
u3067,1.380112904343974e-07
u10919,1.118897677844108e-06
u25154,4.2929034991327113e-10
u23947,4.827438727320219e-07
u447,0.0034773859424193855
u8858,1.4616056114992127e-06
u18922,2.1700247135241654e-07
u6046,4.730806752846943e-07
u1019,6.357555609719305e-05
u7440,5.53533131355476e-07
u3743,3.308468328371129e-07
u17007,3.3773392983205337e-06
u1016,4.261535793477334e-06
u18374,2.28351094792022e-07
u13715,3.656021577926034e-07
u6495,4.0085331505824103e-07
u26216,1.1579072221249146e-132
u264,4.7258829991846635e-05
u10295,3.8812919735231485e-07
u15612,1.2905353703255796e-07
u4817,1.6950562230858987e-07
u15387,1.2361586645953607e-06
u708,6.366682823246635e-07
u15443,3.5463466997802595e-07
u12838,4.402518091999567e-07
u2495,2.930968949518314e-06
u7956,1.1164144570361906e-06
u12106,1.2836145953908813e-06
u26905,1.3803329731522972e-139
u21858,1.3937581196707442e-07
u17770,3.751498699316294e-07
u14612,9.244991705335183e-09
u10510,1.0941238492504158e-07
u13889,1.3803329731522972e-139
u20447,1.2994893393228136e-128
u13575,3.331658477732362e-07
u10418,4.134005997286175e-07
u20713,3.2378504107242156e-07
u23039,2.8012022114901237e-07
u6589,1.338105823346642e-06
u7988,1.6473763502515913e-07
u2140,5.1886446430611944e-05
u1102,1.611379844648832e-06
u27872,1.3803329731522972e-139
u23764,1.2067625716760453e-08
u3106,1.243033687751535e-06
u20721,1.568348245923607e-07
u3584,1.4090104061156257e-05
u17025,3.989847756268259e-07
u18497,2.588310674366056e-07
u9805,4.196742645067742e-07
u9102,1.4055749799874925e-06
u19616,8.692107488603435e-07
u20069,7.972357310232779e-08
u21213,3.993289377700502e-06
u24736,1.3803329731522972e-139
u10661,1.4317143269239589e-06
u25439,3.13532223416886e-08
u16802,4.1184099045020686e-07
u21336,2.9776655932811993e-07
u7807,5.225416128569056e-07
u22192,1.3619160168104952e-07
u17322,4.85664605910875e-07
u14304,1.0548726297365525e-06
u28983,2.1562079887567153e-07
u7155,9.548847563509411e-07
u1640,5.865208684755501e-06
u27348,1.698966124882799e-07
u15804,4.7114702400485115e-07
u15764,1.5257435811885897e-07
u4270,1.9519644082991925e-05
u21097,1.3803329731522972e-139
u21626,1.1973237644376804e-08
u29283,1.3803329731522972e-139
u25793,1.3803329731522972e-139
u17659,2.4555970936417116e-07
u24893,1.3685386805273735e-08
u260,3.4879437474816175e-06
u4153,3.344311779070247e-06
u10133,8.576870905405876e-07
u23791,2.186438133564803e-07
u8669,2.3069242522158543e-06
u22441,1.3803329731522972e-139
u19576,2.483413081565343e-07
u7192,4.0184853133723805e-07
u26412,2.7915798968183046e-08
u24741,1.808294650356029e-07
u24310,1.3803329731522972e-139
u11157,4.372647356466415e-07
u9285,3.170281948139598e-07
u14000,4.344952826661383e-07
u19062,2.8558601808873762e-08
u7350,6.176328774983466e-07
u23718,7.625352606267848e-08
u20586,1.3803329731522972e-139
u23675,1.3803329731522972e-139
u1608,7.82571812759976e-05
u18473,2.28351094792022e-07
u24084,1.2791730778592941e-07
u19512,7.995973434680628e-08
u18984,4.7424653072331596e-07
u7470,1.1163902363651916e-05
u26626,1.3803329731522972e-139
u19295,2.3744425413859694e-07
u23246,1.3803329731522972e-139
u12648,4.5818894002155293e-07
u8603,4.805272024419171e-07
u25405,8.755490992836015e-08
u12373,4.8413829975739e-07
u27710,4.159843011477308e-09
u23294,1.1845478111665277e-07
u25421,1.1579072221249146e-132
u28802,1.3969951967104555e-09
u5121,5.227740851870829e-07
u23648,2.8831580501473594e-07
u10320,1.31960123416302e-06
u27434,1.3803329731522972e-139
u9592,5.475003493519734e-07
u846,4.745426133158484e-06
u5310,1.1116758712174754e-06
u20244,1.9379238778377798e-06
u9430,7.712277212553155e-07
u6192,1.995666906473127e-06
u10806,9.751320762162347e-07
u16277,6.579779852943915e-07
u19276,1.3803329731522972e-139
u21469,5.810081234403317e-07
u12994,3.162481343221285e-07
u19006,3.04980913381541e-07
u23158,1.9924606151413584e-07
u23281,5.908793402770846e-08
u14964,2.889275079587252e-09
u1060,2.804673750752335e-05
u14206,6.18888633243863e-07
u16944,3.4272679105725853e-07
u26390,2.8808782786961812e-09
u2590,8.728092472072787e-06
u7654,6.19894415979377e-06
u21098,8.294990498393982e-08
u2490,7.444687548152945e-07
u6429,1.0245314248175954e-05
u26649,1.3285182806981456e-08
u8897,5.892046763472017e-07
u1401,1.6365331321615312e-05
u5370,4.672935771897799e-06
u22051,4.4822971135351047e-07
u4930,1.6950562230858987e-07
u12913,4.337084606450553e-07
u26958,2.312761162541196e-07
u6349,3.7574880450100705e-06
u16734,1.0444827352965774e-06
u23007,2.2208205393397886e-07
u26410,8.401851059272572e-08
u16786,5.328323739728987e-07
u13550,7.112992114963277e-07
u4391,1.7379690821135723e-06
u14020,3.687702904911517e-06
u8719,4.123938956399461e-07
u21850,1.0406960146673457e-07
u24472,4.511491761054737e-08
u27667,1.346700783424194e-07
u20706,1.520120610538421e-07
u23285,1.3803329731522972e-139
u15760,2.0881664051018283e-09
u12536,7.05494942857097e-08
u11652,3.57480727857285e-07
u8569,3.4926758109933443e-07
u18164,2.432482846376898e-07
u10076,4.978715439291897e-07
u25564,8.620575664000366e-08
u16855,3.323771545665736e-07
u4617,9.489819286617343e-07
u14251,2.221359579100131e-09
u6696,6.4316722242327865e-06
u583,8.996216207254545e-05
u1852,5.409979121521628e-07
u14729,1.3418509684532395e-06
u19910,3.793998185348743e-07
u1253,0.0002812499401030589
u22707,3.6098184005697657e-07
u10777,9.406244973738336e-07
u24196,3.151864538213655e-08
u3149,4.823163367798945e-07
u8268,1.2868156188087583e-06
u15306,6.600613471417694e-07
u14897,4.135176007671849e-07
u13533,1.1182820804442154e-06
u27877,8.825570951400364e-08
u8810,1.2697890071070605e-06
u2468,0.00019242142679901125
u525,1.0599090753208165e-06
u11736,4.50275555750548e-07
u20169,7.337739119241654e-08
u27028,2.7950555989674185e-07
u18749,2.189981431403148e-07
u8708,3.76934589518635e-07
u10024,3.894465509723986e-07
u22680,2.5388757076436987e-07
u5918,1.113072109758736e-06
u21080,9.69727126094663e-08
u16415,4.513120495610949e-07
u14877,4.500522283232502e-07
u2549,1.8051957743870852e-06
u8179,2.3861537157364935e-07
u20199,2.709564284497397e-07
u2309,1.142323673220959e-06
u12597,4.561948844063397e-07
u24507,1.117396110354812e-07
u17004,4.649727614842918e-07
u7109,1.8069516602112014e-07
u14085,6.56517015378627e-07
u711,0.00018963653700810937
u12766,3.852510534362748e-07
u18759,2.189981431403148e-07
u13225,4.3399148874967496e-07
u14522,7.643927451409116e-07
u22987,4.141399544489436e-08
u746,1.441416776267409e-06
u25534,2.9580396787193654e-08
u25491,2.7915798968183046e-08
u6061,5.599024577064805e-06
u6081,5.445410868080836e-06
u11032,4.3869437482156505e-07
u26173,1.3803329731522972e-139
u3494,3.308461323682405e-07
u8578,3.694496192683184e-06
u9256,8.240078253814343e-07
u16716,2.839131426828201e-07
u653,2.3827575704419592e-05
u24279,1.3803329731522972e-139
u27266,1.4761658524839556e-08
u24157,2.509235020475877e-08
u28288,7.275724067722487e-09
u16127,4.1135675568821626e-07
u7605,4.877104786967923e-07
u17790,3.8387508435075145e-07
u20014,3.8190080670662655e-07
u4226,1.901094054133129e-05
u10924,9.042555217082737e-07
u11390,6.317296575728107e-07
u8117,3.437400013622264e-07
u19406,2.1670893166362954e-09
u4395,1.2900519991608898e-05
u19796,3.177834176695613e-07
u15458,5.398295761922684e-07
u11189,5.034164947026918e-07
u1370,2.3300818921340693e-05
u18485,1.913023982758981e-09
u8033,2.3142734216526412e-07
u26494,1.3803329731522972e-139
u20546,1.400136499979726e-07
u9802,1.388263591410921e-06
u22027,4.4822971135351047e-07
u5348,1.2100361339604218e-05
u12620,4.948971130936861e-07
u15526,1.650871823502752e-06
u23171,1.6807136100054987e-07
u5661,1.9754626960959525e-06
u23276,1.802452540924835e-07
u26376,1.4305707599508556e-09
u7930,3.373371347224542e-06
u18987,3.92163400389486e-07
u21655,1.3803329731522972e-139
u22216,7.774510951881545e-08
u25623,8.960519231909266e-08
u6610,2.684753863759597e-06
u17483,3.593367899623889e-07
u26741,1.1905384051598835e-07
u16471,4.228947796978204e-07
u27194,1.3803329731522972e-139
u22681,7.164909249269611e-08
u15028,1.1499156401312725e-06
u19877,3.3574976708603756e-07
u10623,5.160449380431963e-07
u20177,1.0469134646102621e-07
u9565,5.305123137521374e-07
u3354,3.308461323682405e-07
u21359,2.809286083958853e-08
u23096,1.3803329731522972e-139
u15732,1.6320123712829057e-07
u26822,8.037777796281925e-08
u22946,3.458294111659914e-08
u24334,4.661884063256279e-07
u7150,5.128229906766939e-07
u12886,4.3300402168972224e-06
u25420,5.387518703633064e-08
u23596,3.5286359657540406e-07
u10762,1.2648503068228719e-06
u28075,2.003344100053995e-09
u20476,4.0681513382570335e-07
u14143,1.2769910274602082e-06
u5937,8.216596106703831e-06
u16494,1.6843503450913463e-06
u9838,4.983938064988695e-07
u18810,3.456771365808861e-08
u5843,6.252094502024417e-07
u3409,1.3985478916632406e-06
u16138,5.914513890491635e-07
u3635,3.308461323682405e-07
u26288,1.3803329731522972e-139
u2776,9.599311953290813e-07
u17811,4.4722227081958197e-07
u16190,4.4925454204136034e-07
u24978,3.023837785838555e-07
u14697,3.952444608311464e-07
u14660,1.5336145353785002e-06
u18199,5.898866080353445e-07
u1811,4.6121638272911336e-07
u1632,8.63423241357274e-07
u8573,6.005978121812359e-06
u27497,9.623622006273406e-08
u21698,5.763660788445155e-08
u422,5.92515350991607e-06
u12337,4.238657432467957e-07
u22794,7.197682596340556e-08
u24396,1.3803329731522972e-139
u18419,2.28351094792022e-07
u24247,1.3803329731522972e-139
u20439,1.230349022015657e-07
u15409,3.5463429456179127e-07
u11191,4.1961983911186123e-07
u11559,5.163479099423321e-07
u13412,1.2444347587565022e-07
u26965,2.7147390159218646e-09
u21071,1.782316767287856e-08
u19251,1.0939703212153306e-07
u7498,5.952170432507963e-07
u27523,1.3803329731522972e-139
u8979,3.8106887597305524e-08
u16529,3.39155440970207e-07
u26767,3.950192513789338e-08
u271,4.810381273798428e-06
u11059,2.64375404840535e-07
u23023,4.0010035464348445e-08
u9498,3.993063147210585e-07
u19854,5.161190450293814e-07
u20295,3.198622890969562e-07
u14242,1.4033115653775357e-08
u8461,1.136013510434157e-06
u11308,2.0469518860764734e-07
u1407,1.3060816179142408e-06
u8963,1.6883231151246503e-06
u415,0.0003642261436559161
u3423,3.308461323682405e-07
u24031,3.032418904367358e-07
u10103,1.5996066221644826e-06
u13898,1.2376066926611799e-06
u2476,0.0001203648518989298
u19620,3.6370532812157264e-07
u3827,4.6100153017709093e-07
u6099,5.435378549779332e-07
u11790,1.1460135863499672e-06
u5861,5.775001539189536e-07
u11439,3.911259354560163e-07
u24812,1.7062229580095156e-07
u25158,1.141215556081867e-07
u6729,8.756750608273661e-07
u11955,3.616829662033836e-07
u27713,1.631101402082745e-07
u15149,3.81222930425794e-07
u2931,5.666877302476864e-06
u13434,2.8707886639673033e-08
u13367,3.9519134384834324e-07
u15505,3.5463429456179127e-07
u22140,1.3803329731522972e-139
u5030,1.6950562230858987e-07
u16760,3.6903429942666865e-07
u25066,8.620575664000366e-08
u914,9.508534346057765e-05
u4334,4.921470497090238e-06
u819,7.678695535795787e-05
u15775,1.363452434973541e-07
u21819,4.519900465075128e-07
u26910,2.7915798968183046e-08
u4496,9.784778333664516e-07
u6946,4.1107405369644994e-07
u22099,5.80332397161649e-07
u25390,3.000399713555088e-08
u19373,3.3206915486664254e-07
u20115,1.3803329731522972e-139
u19627,3.7768973463466715e-07
u8029,4.170501772301727e-07
u29265,2.0571219035852092e-08
u10836,7.82153722382656e-07
u13083,5.94800356044237e-07
u15973,8.382802868601924e-07
u794,6.244043534441547e-07
u5747,9.126638523491291e-07
u8132,2.865273787331518e-06
u26777,4.94242425690499e-09
u10918,4.2659151303315906e-07
u24139,2.319711706149185e-08
u8312,4.062564889784513e-06
u5744,1.0111641872008785e-06
u15327,7.191648816251349e-07
u19612,1.3803329731522972e-139
u20966,1.3803329731522972e-139
u13424,8.589621234370813e-08
u13963,4.2848203047785797e-07
u27598,1.3803329731522972e-139
u2082,1.021838402462741e-05
u25029,1.3803329731522972e-139
u22329,1.1119888408848151e-08
u10626,3.904430664195773e-07
u3232,5.021889152099717e-07
u11492,3.4441268648843917e-07
u897,6.675984869108554e-05
u18512,1.509625219615152e-07
u1516,1.4720493455082359e-05
u3811,3.308461323682405e-07
u2793,2.0148974824012227e-05
u20540,3.9149897046430106e-07
u16163,8.113793310054575e-07
u87,0.0033178961291244393
u11364,7.147568018855912e-07
u19727,3.177834176695613e-07
u19961,3.8039261741267643e-08
u5960,9.523099078051107e-07
